V1,travel,sleep,work_act,household_combine,Leisure_Combine,Others,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
64716,75,480,510,60,225,90,46,22.9932608696,2007,44,2,1,32,3,0
64718,58,450,460,5,387,80,40,20.673,2007,43,1,1,30,3,0
64722,65,480,105,255,240,295,47,34.7659574468,2007,43,2,1,50,1,1
64725,55,360,490,240,280,15,45,9.69111111111,2007,37,1,1,52,1,1
64726,30,280,680,130,310,10,36,7.98611111111,2007,39,2,1,62,3,0
64729,75,340,600,50,235,140,44,16.3636363636,2007,36,2,1,37,1,1
64731,115,490,530,50,130,125,44,5.74545454545,2007,43,2,1,49,3,0
64737,137,668,350,60,60,165,40,26.20375,2007,43,2,1,29,3,1
64738,54,563,389,84,182,168,45,20.5126666667,2007,43,1,1,33,1,2
64746,15,780,495,0,90,60,45,14.3588888889,2007,33,1,1,25,1,1
64755,110,435,450,140,230,75,35,19.1208571429,2007,39,2,1,49,3,1
64761,60,480,555,90,255,0,60,19.2306666667,2007,43,1,1,32,1,1
64762,30,595,450,40,260,65,40,10.3845,2007,39,2,1,62,1,0
64765,60,575,475,0,125,205,40,11,2007,39,2,1,41,3,0
64767,10,420,457,90,343,120,40,20,2007,43,1,1,39,3,0
64768,60,420,485,205,265,5,40,20,2007,39,1,2,43,1,2
64773,32,468,510,10,290,130,60,4.80766666667,2007,43,1,1,37,3,0
64776,65,450,545,60,260,60,40,31.73075,2007,43,2,1,56,1,1
64777,60,390,567,243,90,90,40,8.173,2007,39,2,1,41,1,0
64779,60,570,300,284,148,78,36,43.8033333333,2007,42,2,1,56,3,0
64781,63,490,479,15,313,80,40,38.4615,2007,44,1,1,63,3,0
64788,60,405,515,45,255,160,35,43.956,2007,44,1,1,47,1,3
64789,64,495,265,205,276,135,35,43.956,2007,40,2,1,53,1,0
64793,25,438,500,280,156,41,40,20.19225,2007,44,2,1,39,1,1
64799,0,540,30,305,430,135,50,40.7692,2007,43,2,1,57,3,0
64803,30,440,310,155,425,80,40,22.75,2007,40,1,1,51,3,0
64806,55,375,560,272,85,93,40,21.5,2007,41,1,1,47,3,0
64810,93,582,305,15,275,170,35,8,2007,34,1,1,64,1,0
64812,120,495,545,0,195,85,50,22,2007,39,1,1,28,1,3
64819,250,395,490,5,230,70,55,31.4683636364,2007,39,1,1,34,1,0
64824,79,566,535,15,225,20,50,19.2306,2007,41,1,2,32,3,2
64827,40,510,90,400,348,52,52,22.1892307692,2007,39,2,1,40,1,1
64829,4,550,468,30,173,215,40,10,2007,39,2,1,40,3,0
64830,48,450,512,108,260,62,40,14.5,2007,41,1,2,52,1,0
64838,60,565,480,170,135,30,40,9.25,2007,34,2,1,41,1,0
64847,65,445,575,40,300,15,40,25,2007,39,1,1,47,1,2
64849,98,497,435,65,300,45,37,23.3783783784,2007,40,1,1,30,3,0
64859,40,435,810,0,140,15,60,13.4615,2007,46,2,1,30,1,1
64860,33,450,500,35,390,32,40,9.375,2007,39,1,1,50,1,1
64863,95,415,455,275,80,120,36,24,2007,42,2,2,28,2,2
64865,92,450,480,205,20,193,40,37.019,2007,43,2,1,33,1,2
64869,50,505,585,195,85,20,60,48.0768333333,2007,43,1,1,50,3,1
64870,70,420,460,17,365,108,40,15.71,2007,41,2,1,41,3,0
64871,39,523,483,155,210,30,40,14.615,2007,42,2,1,25,1,2
64872,65,495,464,15,361,40,40,44,2007,40,1,1,52,1,0
64880,135,540,465,30,200,70,40,19.23075,2007,41,1,1,58,3,0
64888,50,465,660,0,140,125,42,8.59523809524,2007,34,1,1,38,1,2
64896,64,558,440,25,193,160,40,6.25,2007,46,1,1,62,1,0
64898,104,278,477,7,499,75,50,20,2007,39,1,1,38,1,3
64911,78,722,180,0,410,50,40,7.5,2007,36,1,1,35,1,3
64916,47,568,460,60,245,60,42,28.9642857143,2007,39,2,1,52,3,0
64919,64,540,490,125,181,40,40,35,2007,39,1,1,46,1,0
64926,96,589,45,90,140,480,43,31.3058139535,2007,44,2,1,32,3,0
64932,80,300,325,185,460,90,55,47.4125454545,2007,43,2,1,55,3,0
64934,0,540,420,30,345,105,50,32.6922,2007,43,2,1,48,1,1
64935,214,419,481,6,272,48,45,21.3673333333,2007,39,1,1,54,3,0
64936,80,730,450,70,100,10,37,3.7027027027,2007,43,2,1,31,3,3
64937,122,390,445,105,323,55,55,27.972,2007,43,1,1,44,1,3
64944,95,525,630,0,150,40,50,25,2007,44,1,1,33,2,0
64954,10,510,660,40,190,30,60,32.0511666667,2007,43,1,1,45,1,0
64960,105,165,920,0,175,75,40,18.75,2007,43,1,1,31,1,0
64961,234,477,236,172,30,291,40,4.5,2007,40,2,1,24,3,0
64963,115,540,538,67,60,120,55,52.4474545455,2007,43,1,1,35,1,3
64964,78,430,545,40,187,160,45,32.0511111111,2007,43,2,1,44,3,0
64965,45,510,540,225,60,60,65,24.5561538462,2007,39,1,1,51,1,1
64968,55,480,564,111,200,30,45,31.1022222222,2007,40,1,1,35,1,3
64972,37,475,490,75,253,110,37,21.5,2007,39,2,1,47,1,1
64973,30,480,425,255,240,10,48,25.75,2007,40,1,1,36,3,0
64976,120,465,450,5,135,265,40,3.4615,2007,43,2,1,58,3,0
64977,38,270,540,260,227,105,40,6,2007,39,2,1,30,3,3
64978,343,567,10,100,170,250,50,13.4614,2007,40,1,1,29,3,0
64985,20,450,445,0,445,80,40,17,2007,39,1,1,52,1,0
64994,100,330,645,0,165,200,48,33.65375,2007,40,2,1,50,3,0
64997,60,542,515,68,225,30,40,13.5,2007,39,2,1,43,1,0
64998,20,540,30,176,464,210,40,13,2007,43,2,1,48,1,1
65010,50,425,485,175,269,36,45,44.8717777778,2007,43,1,1,40,1,1
65011,60,445,570,170,30,165,45,21.3673333333,2007,43,2,1,55,1,1
65012,18,595,506,60,231,30,40,7.4375,2007,39,2,1,23,3,2
65018,15,381,965,0,32,47,70,17.8571428571,2007,44,1,1,46,3,0
65022,75,565,575,35,160,30,40,26.44225,2007,43,1,1,34,1,2
65023,35,0,591,90,664,60,40,19.55,2007,37,1,2,55,1,0
65029,95,570,520,75,150,30,45,26.2777777778,2007,39,1,1,27,3,0
65030,115,420,390,60,385,70,50,13.0768,2007,43,2,1,21,3,0
65031,80,525,455,60,159,161,50,12.4,2007,43,1,1,27,1,2
65032,85,600,140,0,500,115,50,19.2306,2007,43,1,1,36,3,0
65034,127,480,303,10,340,180,40,20,2007,39,1,1,51,3,0
65039,22,570,450,39,299,60,42,12.8952380952,2007,43,2,2,42,3,1
65052,32,420,505,243,166,74,35,17.0328571429,2007,39,2,1,36,3,3
65061,65,385,875,0,60,55,60,19.0833333333,2007,45,2,1,27,3,0
65071,30,480,575,225,130,0,70,29.0714285714,2007,40,1,1,35,1,1
65072,155,459,450,96,230,50,44,10.7411363636,2007,46,2,2,43,3,2
65074,60,485,490,70,280,55,51,39.2941176471,2007,42,1,1,44,1,4
65081,60,420,545,45,250,120,45,26.0682222222,2007,43,1,1,28,3,0
65086,45,420,596,201,80,98,40,46.875,2007,45,2,2,51,1,0
65090,60,450,900,0,30,0,55,6.18181818182,2007,39,1,1,27,3,0
65091,36,420,679,45,205,55,60,5.76666666667,2007,43,1,1,29,3,0
65092,52,505,515,168,170,30,40,24.519,2007,43,2,2,34,1,1
65097,82,503,559,11,262,23,45,25,2007,39,1,1,36,3,0
65099,0,420,810,30,180,0,80,6.5,2007,39,1,1,46,3,0
65107,37,420,633,5,322,23,50,7.6922,2007,43,1,2,48,1,0
65109,66,450,509,31,294,90,42,11.0180952381,2007,39,2,1,65,3,0
65112,0,480,700,0,230,30,75,21.7,2007,39,1,1,37,1,2
65118,12,405,550,353,70,50,50,6,2007,39,2,1,47,1,1
65119,80,450,439,63,358,50,48,7.69229166667,2007,40,1,1,45,1,3
65122,20,540,460,120,280,20,40,9.61525,2007,38,1,1,46,2,0
65125,35,540,650,0,130,85,60,48.0768333333,2007,43,2,1,48,1,2
65130,21,375,619,215,150,60,50,8.4614,2007,43,2,1,30,1,3
65131,40,700,418,95,145,42,35,10.27,2007,40,2,1,72,3,0
65134,155,420,480,26,133,226,40,15.3845,2007,43,2,1,53,3,1
65136,175,180,450,415,60,160,80,6,2007,38,2,1,35,3,2
65139,67,190,630,145,338,70,50,20,2007,43,1,1,24,1,1
65146,50,520,575,35,225,35,60,44.8716666667,2007,43,1,1,56,1,0
65147,105,545,520,0,240,30,35,19.2305714286,2007,43,2,1,31,1,0
65151,70,330,600,110,255,75,42,20.2357142857,2007,39,1,1,33,1,3
65152,70,260,828,142,95,45,80,10.81725,2007,45,2,1,39,3,1
65153,90,270,600,0,440,40,60,14,2007,39,1,2,26,1,1
65159,70,590,460,20,180,120,40,33.65375,2007,44,2,1,42,1,0
65161,100,540,630,30,140,0,50,24,2007,39,1,1,41,1,2
65165,80,380,470,56,434,20,40,24.25,2007,40,1,1,39,1,2
65166,79,565,369,116,241,70,45,26.0682222222,2007,44,2,1,38,3,2
65171,50,600,545,0,240,5,40,10.55,2007,40,1,1,37,1,1
65173,60,540,565,105,105,65,48,4.66666666667,2007,40,1,1,20,3,1
65177,90,390,300,240,180,240,60,26.6666666667,2007,43,2,1,48,3,0
65179,120,600,30,130,465,95,55,31.4683636364,2007,39,2,1,49,1,0
65185,75,510,510,0,285,60,50,26.923,2007,43,1,1,29,1,0
65187,780,240,5,20,335,60,42,28.3880952381,2007,44,1,1,29,3,0
65193,81,465,324,16,439,115,35,4.8,2007,37,2,1,17,3,1
65196,125,510,520,60,165,60,42,13.3333333333,2007,42,2,2,46,3,1
65200,50,610,465,0,235,80,35,9,2007,40,2,1,21,3,0
65204,120,450,465,180,165,60,45,14.3588888889,2007,42,1,2,46,1,1
65206,180,360,404,212,194,90,50,8.0768,2007,39,1,1,60,1,0
65210,30,405,485,120,215,185,40,25,2007,43,2,1,29,3,0
65215,68,465,597,115,160,35,50,17.5,2007,43,1,1,43,3,0
65216,173,459,240,26,437,105,48,9.79166666667,2007,41,1,1,36,1,1
65218,30,435,695,55,205,20,60,9.61533333333,2007,39,1,1,52,1,0
65220,92,480,465,60,210,133,44,15.1513636364,2007,41,1,2,45,1,2
65221,55,540,555,140,135,15,40,72.11525,2007,43,1,2,42,1,3
65226,85,471,613,159,55,57,40,20,2007,43,1,1,46,1,2
65230,20,630,60,430,190,110,44,9.09090909091,2007,40,2,1,44,3,1
65240,125,360,490,210,245,10,40,11.25,2007,43,1,1,42,1,3
65242,60,540,365,45,430,0,40,6.923,2007,39,1,1,25,3,0
65246,120,480,505,30,125,180,40,7,2007,39,1,1,30,3,0
65249,25,691,522,16,125,61,45,23.5042222222,2007,43,2,1,28,1,1
65253,55,515,450,165,165,90,50,23.0768,2007,42,1,1,38,1,2
65255,186,414,450,0,245,145,38,5.32,2007,41,2,2,20,3,1
65263,20,540,107,283,420,70,36,4.16666666667,2007,40,2,1,19,3,2
65265,60,420,480,75,345,60,40,18.75,2007,43,1,1,29,1,2
65266,50,405,725,0,245,15,65,19.2307692308,2007,42,1,1,45,3,0
65269,48,420,514,111,275,72,40,22.5,2007,41,2,2,29,1,3
65270,70,625,553,25,95,72,60,11.2178333333,2007,43,2,2,29,1,0
65271,105,585,345,160,185,60,36,4.31944444444,2007,36,2,1,25,3,2
65277,135,420,570,145,120,50,50,30,2007,40,1,1,47,1,3
65279,96,433,724,35,120,32,90,32.0512222222,2007,46,1,1,39,1,2
65280,50,475,685,0,185,45,50,12,2007,36,1,1,36,1,2
65281,70,660,5,325,175,205,55,24.1,2007,36,1,1,43,1,0
65282,50,405,490,170,265,60,40,15,2007,40,1,1,46,1,3
65285,30,480,505,75,285,65,40,44,2007,40,1,1,53,3,0
65287,240,495,456,9,210,30,40,12,2007,40,2,1,51,1,2
65288,85,345,450,160,60,340,50,7,2007,39,1,1,54,1,0
65291,70,465,635,0,265,5,50,38.4614,2007,42,1,1,28,1,1
65292,33,447,658,2,210,90,65,17.4555384615,2007,43,2,1,32,3,0
65295,40,540,370,190,240,60,40,12.5,2007,32,1,1,39,1,2
65298,30,550,555,60,200,45,45,1.94444444444,2007,39,1,1,28,3,0
65299,105,555,180,0,555,45,35,7.14285714286,2007,39,1,1,19,3,1
65301,40,450,620,55,245,30,50,38.4614,2007,43,1,1,51,1,0
65302,150,390,705,15,90,90,50,36.923,2007,42,1,1,50,1,2
65303,133,482,450,0,290,85,40,15,2007,33,1,1,32,1,5
65313,90,510,550,0,230,60,40,28.846,2007,43,1,1,30,1,0
65315,34,480,465,0,441,20,40,16.23,2007,43,1,1,24,3,0
65318,96,560,466,73,153,92,50,18.4614,2007,43,2,1,39,1,1
65321,10,570,480,245,135,0,60,37.5,2007,46,2,1,52,3,0
65323,80,570,15,240,400,135,40,17.5,2007,43,2,1,52,3,0
65328,40,450,330,270,110,240,60,48.0768333333,2007,43,1,1,37,1,1
65332,40,450,435,0,455,60,50,23.0768,2007,43,1,1,56,3,0
65333,10,630,120,360,240,80,40,69.7115,2007,43,1,1,34,1,2
65343,95,390,640,20,150,145,60,38.4615,2007,42,1,1,44,1,2
65351,56,420,437,201,266,60,40,2.8125,2007,39,2,1,36,1,2
65353,42,510,30,383,165,310,50,57.6922,2007,43,1,1,36,1,3
65360,60,469,425,211,180,95,35,30.2197142857,2007,44,2,1,35,1,2
65363,120,510,465,0,285,60,40,8.625,2007,39,2,1,48,3,1
65367,132,396,785,0,12,115,47,42.5531914894,2007,46,2,1,60,3,0
65368,52,463,503,177,170,75,40,21.6345,2007,44,2,1,42,3,1
65375,30,390,495,90,375,60,40,17.3075,2007,43,2,1,38,1,0
65376,90,425,498,307,120,0,40,7.5,2007,33,2,1,35,1,2
65379,20,510,45,600,255,10,41,10,2007,42,1,1,24,1,1
65384,65,370,437,3,545,20,40,12,2007,39,1,1,50,3,0
65385,181,375,3,39,540,302,40,15.3845,2007,43,1,1,45,3,0
65386,205,575,240,0,330,90,45,42.7348888889,2007,43,1,1,41,3,0
65387,125,435,555,30,200,95,38,13.1578947368,2007,39,2,1,50,1,0
65388,130,395,745,0,45,125,55,29.0909090909,2007,43,2,1,33,3,2
65390,165,480,440,65,290,0,40,18.75,2007,43,1,1,41,1,4
65393,260,237,255,10,405,273,40,12.019,2007,39,1,1,49,3,0
65403,0,440,690,70,240,0,60,24.0383333333,2007,44,1,1,56,1,0
65404,41,405,523,301,120,50,60,11.5383333333,2007,43,2,1,42,3,2
65405,30,420,575,30,345,40,40,14.4375,2007,43,1,1,41,2,0
65406,24,398,948,0,0,70,65,11.8307692308,2007,38,1,2,42,1,2
65409,50,615,675,10,30,60,45,9.77777777778,2007,36,2,1,34,3,3
65414,95,475,568,77,195,30,50,38.4614,2007,46,1,1,40,1,2
65420,85,405,524,167,229,30,46,37.207173913,2007,44,1,1,39,3,0
65421,40,390,475,160,135,240,40,9,2007,39,2,1,37,3,1
65422,20,300,615,140,330,35,40,6.25,2007,39,2,1,48,1,0
65423,62,510,473,155,180,60,40,21.6345,2007,43,2,1,34,1,1
65430,45,350,295,145,515,90,40,10.1,2007,39,2,1,47,1,0
65431,195,470,660,0,75,40,80,5,2007,40,1,1,46,1,1
65432,210,420,190,215,335,70,60,48.0768333333,2007,34,1,1,41,1,3
65434,30,510,525,210,135,30,40,38.07675,2007,43,2,1,32,1,1
65435,125,450,480,0,320,65,40,18.5625,2007,40,1,1,41,3,0
65441,75,375,481,49,265,195,37,28.0664864865,2007,43,2,1,44,3,1
65442,35,380,790,55,0,180,86,5.59023255814,2007,44,2,1,46,1,1
65445,55,510,465,5,305,100,65,8.61538461538,2007,39,1,1,34,1,1
65447,22,461,587,25,290,55,40,16.50325,2007,43,1,1,49,3,0
65448,210,600,180,0,350,100,40,12.305,2007,42,2,1,36,2,1
65449,40,292,494,95,480,39,54,8.51851851852,2007,40,1,1,48,1,0
65451,115,390,510,155,240,30,40,40,2007,40,1,1,57,1,1
65452,35,480,488,23,344,70,45,18.8033333333,2007,44,1,1,34,1,2
65454,40,450,500,60,370,20,40,23,2007,37,1,1,50,1,0
65466,55,435,465,48,272,165,38,21.0526315789,2007,40,2,1,66,2,0
65472,75,600,445,230,30,60,40,4.5,2007,39,2,2,28,3,2
65473,85,420,524,56,295,60,40,23.07675,2007,43,1,1,28,1,2
65474,70,180,525,50,245,370,55,25.874,2007,41,1,1,33,1,1
65479,140,457,470,0,248,125,40,22.39,2007,37,1,3,52,1,1
65483,112,290,475,95,207,261,40,13.15,2007,39,2,1,28,3,4
65484,135,415,530,142,58,160,35,28,2007,42,2,1,29,3,1
65489,84,510,465,136,50,195,35,12.0877142857,2007,40,2,1,36,3,2
65493,15,390,690,135,180,30,50,19.9984,2007,44,1,1,27,1,1
65494,85,390,460,180,290,35,40,35.6,2007,42,1,1,36,1,2
65496,85,490,25,395,275,170,40,38.4615,2007,44,2,1,46,1,1
65497,5,420,510,0,335,170,55,41.958,2007,44,1,1,55,1,0
65501,45,435,490,260,145,65,40,19,2007,39,1,1,41,1,2
65503,77,531,105,142,240,345,50,11.5384,2007,43,1,1,29,1,1
65504,190,811,90,107,165,77,40,1.75,2007,37,1,1,17,3,3
65513,120,435,435,80,275,95,40,69.23075,2007,44,2,1,46,1,1
65515,40,480,60,90,495,275,40,56.6325,2007,44,2,1,40,1,1
65520,169,486,180,100,340,165,40,31.25,2007,43,2,1,28,2,0
65528,24,460,453,208,275,20,40,12.019,2007,33,1,1,46,1,2
65529,70,285,553,417,55,60,42,14.2857142857,2007,39,2,1,60,1,0
65530,45,420,550,75,320,30,40,9.5,2007,37,2,2,31,1,3
65534,85,440,195,0,575,145,43,13.8639534884,2007,43,2,1,40,3,0
65538,72,453,270,260,310,75,36,27.7777777778,2007,43,2,1,45,1,1
65540,70,480,485,272,90,43,40,8.3,2007,40,2,1,24,1,2
65544,47,510,512,99,187,85,60,14.423,2007,44,2,1,46,1,0
65553,74,468,545,208,100,45,40,25.48075,2007,43,2,3,38,1,3
65555,37,413,505,190,175,120,40,13.269,2007,40,1,1,42,3,1
65556,35,510,300,245,260,90,70,6.57142857143,2007,39,2,2,55,3,0
65559,50,500,145,355,390,0,41,14.0712195122,2007,40,2,1,41,1,3
65569,55,330,465,120,295,175,40,14.423,2007,39,2,1,64,1,0
65573,132,405,458,50,265,130,35,82.4174285714,2007,43,2,1,39,1,2
65580,4,416,480,0,255,285,80,8.125,2007,39,1,2,33,1,0
65586,90,165,536,79,157,413,40,12.5,2007,36,1,1,67,3,0
65590,40,585,115,537,123,40,45,25.3333333333,2007,39,1,2,39,1,2
65591,235,360,465,30,315,35,40,19.23075,2007,43,1,1,33,3,0
65592,165,420,250,0,305,300,35,19.78,2007,43,2,1,66,3,0
65595,140,460,430,80,220,110,40,28.846,2007,44,2,1,48,3,1
65598,105,432,390,17,450,46,40,6.971,2007,43,1,1,60,3,0
65599,90,480,60,220,530,60,45,35.0426666667,2007,44,2,1,31,1,1
65602,95,860,335,0,60,90,55,12.7272727273,2007,43,1,1,45,3,0
65606,260,425,125,330,260,40,55,36.0138181818,2007,43,1,1,41,1,2
65611,141,392,446,15,258,188,43,40.2502325581,2007,43,1,1,30,3,0
65614,115,485,375,240,120,105,35,41.2085714286,2007,39,2,1,53,1,0
65615,240,510,255,0,395,40,40,26.44225,2007,41,1,1,34,1,0
65618,40,790,440,0,160,10,40,17.875,2007,36,1,1,20,3,1
65619,20,480,580,25,280,55,40,65.625,2007,45,1,1,51,1,3
65620,25,470,569,106,220,50,55,33.2167272727,2007,40,1,2,62,1,0
65623,70,480,440,15,290,145,37,19.5135135135,2007,43,2,1,58,3,0
65627,79,510,666,0,125,60,48,24.8395833333,2007,40,1,1,32,3,1
65629,8,638,489,60,200,45,40,12.019,2007,39,2,1,30,1,2
65632,22,225,520,30,603,40,40,9,2007,37,1,1,47,1,1
65633,100,640,260,170,210,60,40,6.25,2007,39,2,2,20,3,0
65635,118,420,685,82,45,90,55,7.09090909091,2007,41,2,1,37,1,1
65637,70,295,455,60,390,170,40,25,2007,43,1,1,72,1,0
65640,17,610,633,135,15,30,50,26.923,2007,40,1,2,39,1,2
65641,45,300,285,540,225,45,48,56.0895833333,2007,43,1,1,54,1,2
65642,105,360,640,95,220,20,42,7.7380952381,2007,39,1,1,43,3,0
65648,155,345,110,730,60,40,55,18.75,2007,43,1,1,30,1,1
65651,65,360,670,145,151,49,55,8.916,2007,39,1,1,48,3,0
65659,150,570,435,15,195,75,40,28,2007,41,1,1,42,3,1
65660,45,450,235,45,600,65,50,17.3076,2007,43,1,2,51,1,0
65663,225,270,280,85,520,60,65,10.3384615385,2007,44,2,1,33,3,0
65672,85,410,555,10,215,165,45,27.6922222222,2007,43,2,1,47,3,0
65673,65,464,540,76,110,185,40,14.423,2007,43,2,1,38,1,2
65674,30,570,450,15,255,120,40,12,2007,42,2,1,22,3,0
65675,10,612,5,258,450,105,50,12.3076,2007,43,2,1,51,1,0
65681,50,550,490,185,145,20,40,18.75,2007,43,2,2,25,1,0
65685,30,570,180,300,330,30,55,16.7830909091,2007,46,1,2,47,3,0
65690,30,480,535,50,285,60,40,8,2007,35,2,1,21,1,1
65691,85,455,505,185,180,30,40,50.48075,2007,43,1,1,37,1,2
65697,78,514,378,60,225,185,40,10,2007,40,2,2,28,3,0
65698,60,465,530,55,215,115,55,17.4823636364,2007,43,2,1,42,1,0
65704,90,430,480,255,145,40,45,20.0853333333,2007,40,1,1,33,1,2
65705,80,360,575,15,240,170,50,14,2007,43,1,1,28,1,0
65711,40,465,455,105,250,125,40,24.35875,2007,44,1,1,49,3,0
65713,20,790,210,30,285,105,50,25,2007,39,2,1,45,3,0
65716,105,400,465,95,300,75,40,8.3125,2007,35,1,1,34,1,3
65718,10,480,300,210,360,80,40,28.846,2007,40,2,1,51,3,0
65719,120,330,200,70,630,90,40,12.019,2007,42,1,2,39,3,0
65720,50,450,475,2,355,108,40,29.54525,2007,44,2,1,38,3,0
65721,95,600,480,120,55,90,38,21.1394736842,2007,39,1,1,21,1,1
65725,45,480,510,150,135,120,40,15.57675,2007,40,2,2,72,3,1
65726,60,520,540,0,230,90,50,8.4614,2007,33,1,1,62,1,0
65728,74,390,660,27,261,28,65,8.86153846154,2007,39,1,2,29,1,2
65729,80,380,690,12,243,35,48,8.64583333333,2007,44,1,1,32,1,1
65730,50,485,505,345,40,15,40,8.65375,2007,40,2,1,25,3,1
65733,22,450,465,45,368,90,40,40.3845,2007,41,1,1,29,3,0
65734,16,420,477,0,497,30,40,11,2007,39,1,1,44,3,0
65739,60,615,480,0,255,30,40,14.423,2007,39,1,1,38,1,1
65743,87,365,515,70,208,195,40,26.923,2007,43,2,1,44,3,0
65745,100,420,720,15,140,45,65,14.0769230769,2007,40,2,1,53,3,0
65748,204,434,605,2,45,150,65,12.426,2007,44,1,1,39,3,0
65752,68,512,265,0,520,75,40,3.75,2007,39,1,1,28,3,0
65753,65,360,785,62,55,113,40,19.05275,2007,41,2,1,36,1,2
65757,96,630,270,130,284,30,40,8.75,2007,39,1,1,28,3,0
65761,154,435,690,10,91,60,50,30.7692,2007,43,1,1,42,3,0
65762,70,580,420,0,340,30,40,10,2007,39,1,1,19,1,0
65763,220,500,30,40,600,50,40,36.0575,2007,40,1,1,56,3,0
65764,98,360,403,214,202,163,38,6.31578947368,2007,42,2,2,30,1,2
65765,30,540,470,150,220,30,45,8.88888888889,2007,39,1,1,45,1,0
65766,100,485,465,10,230,150,40,8.75,2007,33,1,2,47,1,2
65767,74,420,480,211,205,50,45,23.5042222222,2007,39,2,1,44,1,1
65768,170,430,75,370,245,150,50,16.5384,2007,43,1,1,44,3,0
65770,50,495,480,230,145,40,40,25.885,2007,39,1,1,35,1,2
65772,90,440,735,25,30,120,65,44.3786153846,2007,40,1,1,37,1,1
65777,90,615,480,0,135,120,40,6.346,2007,39,2,1,50,3,0
65781,90,495,460,225,170,0,40,11,2007,39,1,2,40,1,1
65783,165,238,660,6,265,106,55,13.2727272727,2007,39,1,1,29,3,1
65785,30,450,480,0,470,10,40,12.019,2007,39,1,2,23,3,1
65790,163,250,625,116,185,101,61,5.90163934426,2007,43,2,1,48,1,1
65794,30,555,555,30,225,45,50,35.7692,2007,42,2,1,54,1,2
65795,0,450,590,160,150,90,50,57.6922,2007,43,1,1,54,1,2
65798,35,450,725,65,105,60,50,23.0768,2007,44,2,1,56,1,0
65801,140,330,550,0,340,80,40,19.23075,2007,40,1,1,24,3,0
65802,120,420,545,220,30,105,60,17.5,2007,39,1,2,47,1,1
65804,105,360,810,60,15,90,60,16.0255,2007,46,2,1,48,1,0
65807,60,450,500,90,205,135,40,16.82675,2007,43,2,2,33,3,0
65809,80,580,499,1,210,70,40,12.37,2007,39,1,2,24,1,1
65810,205,360,480,45,160,190,40,18.66,2007,41,2,1,42,3,2
65811,128,458,480,232,90,52,40,7.89,2007,39,2,1,56,3,0
65814,95,360,520,30,295,140,50,57.6922,2007,43,1,1,47,1,1
65815,84,405,586,130,115,120,40,21.6345,2007,43,1,1,23,3,0
65819,51,495,472,0,342,80,40,8.75,2007,33,1,1,39,1,2
65821,64,240,802,124,140,70,72,9.77777777778,2007,40,1,1,47,3,0
65825,170,540,45,315,90,280,50,57.6922,2007,44,1,1,42,1,2
65833,190,355,465,18,322,90,45,15.2444444444,2007,40,1,1,23,3,0
65836,15,480,505,205,145,90,40,28.136,2007,40,1,1,58,1,0
65840,190,445,605,105,65,30,40,18.3,2007,40,1,1,32,1,1
65842,65,390,592,318,40,35,50,31.5384,2007,43,2,1,35,1,1
65845,92,420,480,328,80,40,45,19.658,2007,39,2,1,31,3,3
65846,90,660,90,235,185,180,40,18.221,2007,43,1,1,27,3,0
65850,20,415,870,0,75,60,65,4.61538461538,2007,40,2,1,21,3,1
65852,0,570,840,0,30,0,60,33.3333333333,2007,39,1,2,32,1,1
65856,30,465,550,70,265,60,40,31.25,2007,43,2,1,32,3,0
65857,25,540,600,5,225,45,40,16.75,2007,42,1,1,50,1,0
65859,23,375,692,90,165,95,50,25,2007,44,2,1,43,2,0
65861,85,413,520,10,350,62,40,17.3075,2007,40,2,1,37,1,3
65868,169,536,254,0,150,331,40,19.25,2007,39,2,1,45,3,0
65869,86,484,495,87,203,85,40,27,2007,39,1,1,49,1,2
65872,103,480,448,55,212,142,40,25,2007,41,2,2,40,1,1
65881,20,570,590,70,160,30,40,18.75,2007,43,2,1,47,1,3
65882,105,450,470,90,235,90,40,15.7,2007,40,2,2,63,3,0
65883,70,480,525,133,145,87,40,27.5,2007,39,2,1,42,3,2
65885,50,365,685,10,215,115,80,5.625,2007,38,1,1,39,3,0
65887,97,450,475,30,278,110,40,19,2007,43,2,1,26,3,0
65889,70,530,425,100,140,175,40,17.3075,2007,43,2,1,36,1,1
65894,165,351,533,186,118,87,40,34.61525,2007,39,1,1,48,1,3
65896,80,450,490,60,305,55,40,18.5,2007,39,2,1,49,3,2
65901,170,415,650,25,150,30,65,29.5856923077,2007,44,1,1,35,1,2
65902,125,480,515,60,200,60,40,43.269,2007,44,1,1,35,1,2
65904,85,400,635,10,265,45,40,19,2007,41,2,1,25,1,1
65905,22,506,515,11,281,105,38,18,2007,43,2,1,22,3,0
65912,148,66,45,677,65,439,35,10.2857142857,2007,40,2,2,36,1,4
65918,140,515,300,190,230,65,35,5.71428571429,2007,36,2,1,43,3,1
65920,111,540,468,0,290,31,40,33.65375,2007,43,1,1,27,3,0
65921,40,420,240,255,435,50,43,26.8334883721,2007,43,1,1,30,3,0
65929,65,570,250,0,530,25,45,11.1111111111,2007,46,1,1,45,3,0
65931,0,480,630,180,150,0,60,5,2007,39,2,1,48,1,0
65932,35,420,545,115,180,145,40,28.846,2007,43,1,1,48,1,0
65933,110,410,390,90,258,182,40,26.59,2007,40,1,1,37,1,2
65936,150,420,535,270,0,65,40,32.8845,2007,44,2,1,42,3,1
